,SOURCE,TARGET,POSITION,CATEGORY
271,PT BABELLAND,ETTY ABCORITA,DIREKTUR,INDIVIDU
272,PT ATD MAKMUR MANDIRI,LUNA SUMATRA,DIREKTUR,INDIVIDU
273,PT ATD MAKMUR MANDIRI,AGNES FELICIA,KOMISARIS,INDIVIDU
274,PT ATD MAKMUR MANDIRI,HERO TIO,KOMISARIS,INDIVIDU
275,PT MITRA STANIA PRIMA,SATRIO DIMAS ADITYO,KOMISARIS,INDIVIDU
276,PT MITRA STANIA PRIMA,HASHIM S DJOJOHADIKUSUMO,KOMISARIS UTAMA,INDIVIDU
277,PT MITRA STANIA PRIMA,PT ARSARI MULTI TAMBANG,BADAN HUKUM,PERUSAHAAN
278,PT MITRA STANIA PRIMA,IR JEFFREY KOUNANG,DIREKTUR,INDIVIDU
279,PT MITRA STANIA PRIMA,ARNOLD RONNY PARULIAN,DIREKTUR,INDIVIDU
280,PT MITRA STANIA PRIMA,PT ARSARI TAMBANG,BADAN HUKUM,PERUSAHAAN
281,PT MITRA STANIA PRIMA,"HARWENDRO ADITYO DEWANTO, SH",KOMISARIS,INDIVIDU
282,PT MITRA STANIA PRIMA,ARYO P S DJOJOHADIKUSUMO,DIREKTUR UTAMA,INDIVIDU
283,PT MITRA STANIA PRIMA,AN SUDARNO,DIREKTUR,INDIVIDU
284,PT BUKIT TIMAH,PT INDRA PUTRA MEGA,PEMEGANG SAHAM,PERUSAHAAN
285,PT BUKIT TIMAH,DRS. MOCH CHANAFI,DIREKTUR,INDIVIDU
286,PT BABEL SURYA ALAM LESTARI,TN. FIRDAUS HIKMI ABDULLAH,KOMISARIS,INDIVIDU
287,PT BABEL SURYA ALAM LESTARI,TN. RUDY SUMARLI,DIREKTUR,INDIVIDU
288,PT BANGKA PRIMA TIN,MAHARDHIKA AZIZ PUTRA,DIREKTUR,INDIVIDU
289,PT BANGKA PRIMA TIN,HOKO PHENDY,KOMISARIS,INDIVIDU
290,PT BANGKA PRIMA TIN,BUDIHARTO,DIREKTUR,INDIVIDU
291,PT BANGKA PRIMA TIN,FUKSIN,DIREKTUR,INDIVIDU
292,PT MITRA SUKSES GLOBALINDO,ZHEN BAILANG,PRESIDEN DIREKTUR,INDIVIDU
293,PT MITRA SUKSES GLOBALINDO,TEDDY CHANDRA DJOHAN,DIREKTUR,INDIVIDU
294,PT MITRA SUKSES GLOBALINDO,PT ANINDITA NATA TIARA,BADAN HUKUM,PERUSAHAAN
295,PT MITRA SUKSES GLOBALINDO,TONI SISWOYUDHO,DIREKTUR,INDIVIDU
296,PT MITRA SUKSES GLOBALINDO,LOW GUAN YUAN,KOMISARIS,INDIVIDU
297,PT MITRA SUKSES GLOBALINDO,SUTTA DARMA KARNADJAJA,DIREKTUR,INDIVIDU
298,PT MITRA SUKSES GLOBALINDO,PT LONG TOP INTERNATIONAL INVESTMENT LIMITED,BADAN HUKUM,PERUSAHAAN
299,PT MITRA SUKSES GLOBALINDO,KWONG JACK,DIREKTUR,INDIVIDU
300,PT MITRA SUKSES GLOBALINDO,PT GLOBAL ASIA RESOURCES GROUP LIMITED,BADAN HUKUM,PERUSAHAAN
301,PT MITRA SUKSES GLOBALINDO,ANDRIANUS DAVID SIM,PRESIDEN KOMISARIS,INDIVIDU
302,PT BANGKA SERUMPUN,SONNY WENNAS,DIREKTUR,INDIVIDU
303,PT BANGKA SERUMPUN,PT SEKAWAN TRIASIH ABADI,BADAN HUKUM,PERUSAHAAN
304,PT BANGKA SERUMPUN,PT JENNI KUSMIADI,BADAN HUKUM,PERUSAHAAN
305,PT BANGKA SERUMPUN,PT PRESTASI PELUMASINDO UNGGUL,BADAN HUKUM,PERUSAHAAN
306,PT BANGKA SERUMPUN,HERMAN ROESLI,DIREKTUR UTAMA,INDIVIDU
307,PT BANGKA SERUMPUN,ERWIN LATIEF,KOMISARIS,INDIVIDU
308,PT BANGKA SERUMPUN,ANTAWINARTA,KOMISARIS,INDIVIDU
309,PT PRIMA TIMAH UTAMA,MUH SIGIT PRASETYA,DIREKTUR,INDIVIDU
310,PT PRIMA TIMAH UTAMA,PRONO WIBOWO,KOMISARIS,INDIVIDU
311,PT PRIMA TIMAH UTAMA,PT DUAPILAR SELARAS MAJU,BADAN HUKUM,PERUSAHAAN
312,PT PRIMA TIMAH UTAMA,PT DWIJAYA MAJU BERSAMA,BADAN HUKUM,PERUSAHAAN
313,PT PUTERA SARANA SHAKTI,ERI IRWANTO NURACHMAN,DIREKTUR,INDIVIDU
314,PT PUTERA SARANA SHAKTI,"SHERLY WANTO, SE",KOMISARIS,INDIVIDU
315,PT PUTERA SARANA SHAKTI,PT MITRA GRAHA RAYA,BADAN HUKUM,PERUSAHAAN
316,PT PUTERA SARANA SHAKTI,EKO WIJAYA,KOMISARIS UTAMA,INDIVIDU
317,PT SUKSES INTI MAKMUR,SIENTJE JULIANA,KOMISARIS UTAMA,INDIVIDU
318,PT SUKSES INTI MAKMUR,MUNADI TANTRA,KOMISARIS UTAMA,INDIVIDU
319,PT SUKSES INTI MAKMUR,KIM HON,KOMISARIS UTAMA,INDIVIDU
320,PT SUKSES INTI MAKMUR,ERVIANTI RAKHMASARI,KOMISARIS UTAMA,INDIVIDU
321,PT SUKSES INTI MAKMUR,ENDANG MURTININGSIH,KOMISARIS UTAMA,INDIVIDU
322,PT SUKSES INTI MAKMUR,DEDY HERNANDIE,KOMISARIS UTAMA,INDIVIDU
323,PT SUKSES INTI MAKMUR,ACHMAD BAIJURI,DIREKTUR,INDIVIDU
324,PT SUKSES INTI MAKMUR,SANDRY,DIREKTUR UTAMA,INDIVIDU
325,PT SUKSES INTI MAKMUR,HALIM SETIA,KOMISARIS,INDIVIDU
326,PT SUKSES INTI MAKMUR,DEASY SUSANTI,KOMISARIS,INDIVIDU
327,PT SUKSES INTI MAKMUR,ALVIN SOVIAN,KOMISARIS,INDIVIDU
328,PT RAJAWALI RIMBA PERKASA,FIRDAUS HIKMI ABDULLAH,KOMISARIS,INDIVIDU
329,PT RAJAWALI RIMBA PERKASA,MAHENDRA SUJANA,KOMISARIS,INDIVIDU
330,PT RAJAWALI RIMBA PERKASA,FERRY KAMARIUN,DIREKTUR,INDIVIDU
331,PT RAJAWALI RIMBA PERKASA,RONAL WIJAYA,DIREKTUR,INDIVIDU
332,PT RAJAWALI RIMBA PERKASA,HADI WIRATAMA LEGAWA,DIREKTUR,INDIVIDU
333,PT PERUSAHAAN PERSEROAN (PERSERO) TIMAH Tbk.,RATIH MAYASARI,DIREKTUR,INDIVIDU
334,PT PERUSAHAAN PERSEROAN (PERSERO) TIMAH Tbk.,HANDY GENIARDI,DIREKTUR,INDIVIDU
335,PT PERUSAHAAN PERSEROAN (PERSERO) TIMAH Tbk.,AGUS ROHMAN,KOMISARIS UTAMA,INDIVIDU
336,PT PERUSAHAAN PERSEROAN (PERSERO) TIMAH Tbk.,YUSLIH IHZA,KOMISARIS INDEPENDEN,INDIVIDU
337,PT PERUSAHAAN PERSEROAN (PERSERO) TIMAH Tbk.,M. HITA TUNGGAL,KOMISARIS INDEPENDEN,INDIVIDU
338,PT PERUSAHAAN PERSEROAN (PERSERO) TIMAH Tbk.,RIZANI USMAN,KOMISARIS,INDIVIDU
339,PT PERUSAHAAN PERSEROAN (PERSERO) TIMAH Tbk.,AGUS ROHMAN,KOMISARIS INDEPENDEN,INDIVIDU
340,PT PERUSAHAAN PERSEROAN (PERSERO) TIMAH Tbk.,RESTU WIDIYANTORO,DIREKTUR UTAMA,INDIVIDU
341,PT PERUSAHAAN PERSEROAN (PERSERO) TIMAH Tbk.,SUHENDRA RATUPRAWIRANEGARA,DIREKTUR,INDIVIDU
342,PT PERUSAHAAN PERSEROAN (PERSERO) TIMAH Tbk.,PT PERUSAHAAN PERSEROAN (PERSERO) MINERAL INDUSTRI INDONESIA,BADAN HUKUM,PERUSAHAAN
343,PT PERUSAHAAN PERSEROAN (PERSERO) TIMAH Tbk.,ILHAMSYAH MAHENDRA,DIREKTUR,INDIVIDU
344,PT PERUSAHAAN PERSEROAN (PERSERO) TIMAH Tbk.,HARRY BUDI SIDHARTA,WAKIL DIREKTUR UTAMA,INDIVIDU
345,PT PERUSAHAAN PERSEROAN (PERSERO) TIMAH Tbk.,FINA ELIANI,DIREKTUR,INDIVIDU
346,PT PERUSAHAAN PERSEROAN (PERSERO) TIMAH Tbk.,PT NEGARA REPUBLIK INDONESIA,BADAN HUKUM,PERUSAHAAN
347,PT PERUSAHAAN PERSEROAN (PERSERO) TIMAH Tbk.,ENIYA LISTIANI DEWI,KOMISARIS,INDIVIDU
348,PT RAJEHAN ARIQ,PT TRACO INDOTAMA MANDIRI,BADAN HUKUM,PERUSAHAAN
349,PT RAJEHAN ARIQ,PT CANDRA LESTARI SEJAHTERA,BADAN HUKUM,PERUSAHAAN
350,PT RAJEHAN ARIQ,PT BERDIKARI SEJAHTERA SENTOSA,BADAN HUKUM,PERUSAHAAN
351,PT RAJEHAN ARIQ,SOFYAN SAURI NASUTION,DIREKTUR,INDIVIDU
352,PT RAJEHAN ARIQ,MUHAMMAT,KOMISARIS,INDIVIDU
353,PT TOMMY UTAMA,TJHANG YEAN TIN,KOMISARIS,INDIVIDU
354,PT REFINED BANGKA TIN,PT TOMMY MITRA INVESTAMA,BADAN HUKUM,PERUSAHAAN
355,PT VENUS INTI PERKASA,TN. TAMRON,Sekutu Pasif,INDIVIDU
356,PT VENUS INTI PERKASA,TN. HASAN TJHIE,"Sekutu Aktif,Pengurus",INDIVIDU
357,PT PRIMA BUNDIARTA NUSA,NICHOLAS HAKIM,KOMISARIS UTAMA,INDIVIDU
358,PT PRIMA BUNDIARTA NUSA,SUMIATI,KOMISARIS UTAMA,INDIVIDU
359,PT PRIMA BUNDIARTA NUSA,MALVIN MULJADI,DIREKTUR,INDIVIDU
360,PT PRIMA BUNDIARTA NUSA,DJEMI HAKIM,DIREKTUR UTAMA,INDIVIDU
361,PT PRIMA BUNDIARTA NUSA,JESSICA HAKIM,DIREKTUR UTAMA,INDIVIDU
362,PT PRIMA BUNDIARTA NUSA,ERNI HAKIM,KOMISARIS,INDIVIDU
363,PT PREMIUM TIN INDONESIA,DATAWINARTA,KOMISARIS,INDIVIDU
364,PT PREMIUM TIN INDONESIA,GIOVANNI ADHIPUTRA AZIZ,KOMISARIS,INDIVIDU
365,PT PREMIUM TIN INDONESIA,IRYANDI,KOMISARIS,INDIVIDU
366,PT PREMIUM TIN INDONESIA,"DARWIS, S. AG",DIREKTUR,INDIVIDU
367,PT TUNAS MANDIRI PERSADA,STEFFANY CANDRA,KOMISARIS,INDIVIDU
368,PT TUNAS MANDIRI PERSADA,KIM TJOAN,DIREKTUR,INDIVIDU
369,PT AEGA PRIMA,"HARWENDRO ADITYO DEWANTO, SH",KOMISARIS UTAMA,INDIVIDU
370,PT AEGA PRIMA,ARYO P S DJOJOHADIKUSUMO,DIREKTUR UTAMA,INDIVIDU
371,PT AEGA PRIMA,IR JEFFREY KOUNANG,DIREKTUR,INDIVIDU
372,PT AEGA PRIMA,PT ARSARI TAMBANG,BADAN HUKUM,PERUSAHAAN
373,PT AEGA PRIMA,PT MITRA STANIA PRIMA,BADAN HUKUM,PERUSAHAAN
374,PT AEGA PRIMA,CORNELIS SUHARYANTO,KOMISARIS,INDIVIDU
375,PT CIPTA MINERAL BUMI SELARAS,RONI NUGRAHA LESMANA,KOMISARIS,INDIVIDU
376,PT CIPTA MINERAL BUMI SELARAS,TINO TANINO,DIREKTUR,INDIVIDU
377,PT CIPTA MINERAL BUMI SELARAS,PT SINAR MINERAL SEJATI,BADAN HUKUM,PERUSAHAAN
378,PT KARYA EMAS MULTISANI,DINA WIJAYA,DIREKTUR,INDIVIDU
379,PT KARYA EMAS MULTISANI,KUSYADI,DIREKTUR UTAMA,INDIVIDU
380,PT KARYA EMAS MULTISANI,"GUNAWAN CHRISTIAN, YOHANES",DIREKTUR UTAMA,INDIVIDU
381,PT KARYA EMAS MULTISANI,SOENTOSA BUDI,DIREKTUR,INDIVIDU
382,PT KARYA EMAS MULTISANI,"RONNY GUNAWAN, YOHANES",KOMISARIS,INDIVIDU
383,PT FACIFIC DIPTAKARYA,HENDRAWAN SETIAWAN WONGSO,DIREKTUR,INDIVIDU
384,PT FACIFIC DIPTAKARYA,EKA WANGSA WIDJAYA,KOMISARIS,INDIVIDU
385,PT FACIFIC DIPTAKARYA,PT HERO PROGRES INTERNATIONAL,BADAN HUKUM,PERUSAHAAN
386,PT FACIFIC DIPTAKARYA,DALAI KOSIM KWOK,DIREKTUR UTAMA,INDIVIDU
387,PT SYNERGY MAJU BERSAMA,OCTAVIANY VITASARI,DIREKTUR UTAMA,INDIVIDU
388,PT SYNERGY MAJU BERSAMA,SENJA NIRWANA,DIREKTUR,INDIVIDU
389,PT SYNERGY MAJU BERSAMA,ANDY LIU,KOMISARIS,INDIVIDU
390,PT BANGKA TIMAH MAKMUR,LEOTIRTAYADI LIE,"Sekutu Aktif,Pengurus",INDIVIDU
391,PT BANGKA TIMAH MAKMUR,JUNAIDIN,"Sekutu Pasif,Pengurus",INDIVIDU
392,PT IRPAU HERO,EVY,Sekutu Pasif,INDIVIDU
393,PT IRPAU HERO,SUMI INDRAWATY,"Sekutu Aktif,Pengurus",INDIVIDU
394,PT IRPAU HERO,DALAI KOSIM KWOK,"Sekutu Aktif,Pengurus",INDIVIDU
395,PT STI BINA SEJAHTERA,PT SEIRAMA TIN INVESTMENT,BADAN HUKUM,PERUSAHAAN
396,PT STI BINA SEJAHTERA,TN. FERRY KAMARIUN,KOMISARIS,INDIVIDU
397,PT STI BINA SEJAHTERA,TN. ANTONIUS ROBERT,DIREKTUR,INDIVIDU
398,PT BELITUNG INDUSTRI SEJAHTERA,HERMAN PICAL,KOMISARIS,INDIVIDU
399,PT BELITUNG INDUSTRI SEJAHTERA,YOSE RIZAL RACHMAN,DIREKTUR UTAMA,INDIVIDU
400,PT BELITUNG INDUSTRI SEJAHTERA,"SUSILO RIYANTO, SE, MM",DIREKTUR,INDIVIDU
401,PT BERKAT BERJAYA SEJAHTERA,PT ARTHA CIPTA LANGGENG,BADAN HUKUM,PERUSAHAAN
402,PT BERKAT BERJAYA SEJAHTERA,TEGUH PAMUDJI YUSUF,DIREKTUR,INDIVIDU
403,PT BERKAT BERJAYA SEJAHTERA,TAN HENRY LISARDI,DIREKTUR UTAMA,INDIVIDU
404,PT BERKAT BERJAYA SEJAHTERA,MUHAMAD RUSYIDI,DIREKTUR,INDIVIDU
405,PT BERKAT BERJAYA SEJAHTERA,ISA MELKYZEDECK SUHARDIMAN,DIREKTUR,INDIVIDU
406,PT BERKAT BERJAYA SEJAHTERA,HENDRIK SUHARDIMAN,KOMISARIS,INDIVIDU
407,PT ARTHA PERSADA SEJAHTERA,HENDRIK SUHARDIMAN,KOMISARIS,INDIVIDU
408,PT ARTHA PERSADA SEJAHTERA,MUHAMAD RUSYIDI,DIREKTUR,INDIVIDU
409,PT ARTHA PERSADA SEJAHTERA,TAN HENRY LISARDI,DIREKTUR UTAMA,INDIVIDU
410,PT ARTHA PERSADA SEJAHTERA,TEGUH PAMUDJI YUSUF,DIREKTUR,INDIVIDU
411,PT ARTHA PERSADA SEJAHTERA,ISA MELKYZEDECK SUHARDIMAN,DIREKTUR,INDIVIDU
412,PT ARTHA PERSADA SEJAHTERA,PT ARTHA CIPTA LANGGENG,BADAN HUKUM,PERUSAHAAN
413,PT MITRA STANIA KEMINGKING,PT MITRA STANIA PRIMA,BADAN HUKUM,PERUSAHAAN
414,PT MITRA STANIA KEMINGKING,CORNELIS SUHARYANTO,KOMISARIS,INDIVIDU
415,PT MITRA STANIA KEMINGKING,PT ARSARI TAMBANG,BADAN HUKUM,PERUSAHAAN
416,PT MITRA STANIA KEMINGKING,"HARWENDRO ADITYO DEWANTO, SH",KOMISARIS UTAMA,INDIVIDU
417,PT MITRA STANIA KEMINGKING,ARYO P S DJOJOHADIKUSUMO,DIREKTUR UTAMA,INDIVIDU
418,PT MITRA STANIA KEMINGKING,IR JEFFREY KOUNANG,DIREKTUR,INDIVIDU
419,PT SEMESTA SURYA PERSADA,TEGUH PAMUDJI YUSUF,DIREKTUR,INDIVIDU
420,PT SEMESTA SURYA PERSADA,HENDRIK SUHARDIMAN,KOMISARIS,INDIVIDU
421,PT SEMESTA SURYA PERSADA,TAN HENRY LISARDI,DIREKTUR UTAMA,INDIVIDU
422,PT SEMESTA SURYA PERSADA,ISA MELKYZEDECK SUHARDIMAN,DIREKTUR,INDIVIDU
423,PT SEMESTA SURYA PERSADA,MUHAMAD RUSYIDI,DIREKTUR,INDIVIDU
424,PT SEMESTA SURYA PERSADA,PT ARTHA CIPTA LANGGENG,BADAN HUKUM,PERUSAHAAN
425,PT JELAJAH MARINDO PERSADA,M.BAMBANG DJOYO SAPUTRO,KOMISARIS,INDIVIDU
426,PT JELAJAH MARINDO PERSADA,BISTOK HUTAPEA,DIREKTUR,INDIVIDU
427,PT JELAJAH MARINDO PERSADA,PT SARANA MARINDO,BADAN HUKUM,PERUSAHAAN
428,PT KARUNIA ANUGERAH ALAM,PT IR AMIR PHENDY,BADAN HUKUM,PERUSAHAAN
429,PT KARUNIA ANUGERAH ALAM,HILMI ELGHIFARI,KOMISARIS,INDIVIDU
430,PT KARUNIA ANUGERAH ALAM,MUSLIM BASIR,DIREKTUR,INDIVIDU
431,PT KARUNIA ANUGERAH ALAM,PT TRACO INDOTAMA MANDIRI,BADAN HUKUM,PERUSAHAAN
432,PT KARUNIA ANUGERAH ALAM,PT IRVAN,BADAN HUKUM,PERUSAHAAN
433,PT MITRA GAPURA MANDIRI SEJAHTERA,MUH SIGIT PRASETYA,KOMISARIS,INDIVIDU
434,PT MITRA GAPURA MANDIRI SEJAHTERA,PT DUAPILAR SELARAS MAJU,BADAN HUKUM,PERUSAHAAN
435,PT MITRA GAPURA MANDIRI SEJAHTERA,LALU ISWANDI,DIREKTUR,INDIVIDU
436,PT MITRA GAPURA MANDIRI SEJAHTERA,PT MITRA GAPURA MANDIRI,BADAN HUKUM,PERUSAHAAN
437,PT IKHWAH,SIENTJE JULIANA,Sekutu Pasif,INDIVIDU
438,PT IKHWAH,MUNADI TANTRA,Sekutu Pasif,INDIVIDU
439,PT IKHWAH,ACHMAD BAIJURI,"Sekutu Aktif,Pengurus",INDIVIDU
440,PT HARAPAN MUDA PERKASA,YONG KIE,KOMISARIS UTAMA,INDIVIDU
441,PT HARAPAN MUDA PERKASA,ROBI,KOMISARIS,INDIVIDU
442,PT HARAPAN MUDA PERKASA,CANDRA,DIREKTUR,INDIVIDU
443,PT MASBRO ALAM STANIA,IRVAN,DIREKTUR,INDIVIDU
444,PT MASBRO ALAM STANIA,MUSLIM BASIR,KOMISARIS,INDIVIDU
445,PT MASBRO ALAM STANIA,IR AMIR PHENDY,KOMISARIS,INDIVIDU
446,PT MASBRO ALAM STANIA,PT TRACO INDOTAMA MANDIRI,BADAN HUKUM,PERUSAHAAN
447,PT MASBRO ALAM STANIA,CHANDRA SOELISTIO,DIREKTUR,INDIVIDU
448,PT FENG LI MINERAL ABADI,LASUWA,KOMISARIS,INDIVIDU
449,PT FENG LI MINERAL ABADI,RONY LIE,DIREKTUR,INDIVIDU
450,PT IRPAU HERO PROGRES,IRWAN SANTOSO,DIREKTUR UTAMA,INDIVIDU
451,PT IRPAU HERO PROGRES,DALAI KOSIM KWOK,KOMISARIS,INDIVIDU
452,PT IRPAU HERO PROGRES,REZKY TRIOSAPUTRA,DIREKTUR,INDIVIDU
453,PT AGUNG SANGUN JAYA,LUNA SUMATRA,Sekutu Pasif,INDIVIDU
454,PT AGUNG SANGUN JAYA,INDRA LIE,"Sekutu Aktif,Pengurus",INDIVIDU
455,PT KAOLIN BELITUNG UTAMA,Rachman Hakim,PRESIDEN DIREKTUR,INDIVIDU
456,PT KAOLIN BELITUNG UTAMA,PT Alter Abadi Tbk,BADAN HUKUM,PERUSAHAAN
457,PT KAOLIN BELITUNG UTAMA,PT Kaolindo Sakti Perkasa,BADAN HUKUM,PERUSAHAAN
458,PT KAOLIN BELITUNG UTAMA,Andry Hakim,DIREKTUR,INDIVIDU
459,PT KAOLIN BELITUNG UTAMA,Jefry Hakim,PRESIDEN KOMISARIS,INDIVIDU
460,PT KAOLIN BELITUNG UTAMA,Leny Hakim,KOMISARIS,INDIVIDU
461,PT NIPPINDO KAOLIN ABADI,MEITJE KUSNADI,KOMISARIS,INDIVIDU
462,PT NIPPINDO KAOLIN ABADI,PT Alter Abadi Tbk,BADAN HUKUM,PERUSAHAAN
463,PT NIPPINDO KAOLIN ABADI,PT Kaolin Belitung Utama,BADAN HUKUM,PERUSAHAAN
464,PT NIPPINDO KAOLIN ABADI,RACHMAN HAKIM,PRESIDEN DIREKTUR,INDIVIDU
465,PT NIPPINDO KAOLIN ABADI,JEFRY HAKIM,DIREKTUR,INDIVIDU
466,PT NIPPINDO KAOLIN ABADI,LENY HAKIM,PRESIDEN KOMISARIS,INDIVIDU
467,PT NIPPINDO KAOLIN ABADI,HARI SOEMANTO,DIREKTUR,INDIVIDU
468,PT TAMBANG JAYA INDAH,PT ALDMIC BARA INDONESIA,BADAN HUKUM,PERUSAHAAN
469,PT TAMBANG JAYA INDAH,H YAZID FANANI,KOMISARIS,INDIVIDU
470,PT TAMBANG JAYA INDAH,VALENTINO,DIREKTUR,INDIVIDU
471,PT SRIYUDI LITAJAYA,RENDY VIRNANTO WIJAYA,"Sekutu Aktif,Pengurus",INDIVIDU
472,PT SRIYUDI LITAJAYA,ELVY WIJAYA,Sekutu Pasif,INDIVIDU
473,PT XINRUN SUKSES INTERNASIONAL,WEIDRI,DIREKTUR,INDIVIDU
474,PT XINRUN SUKSES INTERNASIONAL,SANTI WIJAYA,DIREKTUR UTAMA,INDIVIDU
475,PT XINRUN SUKSES INTERNASIONAL,RYSKA LISMITA,KOMISARIS,INDIVIDU
476,PT MINERAL PUTRA BELITUNG MANDIRI,NOVA SETIAWAN,DIREKTUR,INDIVIDU
477,PT MINERAL PUTRA BELITUNG MANDIRI,BUDI WIJAYA,KOMISARIS,INDIVIDU
478,PT SUMBER ALAM ANTARNUSA,DRS MANGATAS SITORUS,DIREKTUR,INDIVIDU
479,PT SUMBER ALAM ANTARNUSA,VIRELDA LETANIA,DIREKTUR UTAMA,INDIVIDU
480,PT SUMBER ALAM ANTARNUSA,BUDI WIJAYA,KOMISARIS,INDIVIDU
481,PT BANGKA MINERAL ABADI,PT BERJAYA BERSAMA KAWAN,BADAN HUKUM,PERUSAHAAN
482,PT BANGKA MINERAL ABADI,PT RUDY ARYADI,BADAN HUKUM,PERUSAHAAN
483,PT BANGKA MINERAL ABADI,MUNI YANDONI,DIREKTUR UTAMA,INDIVIDU
484,PT BANGKA MINERAL ABADI,PT TAMBANG WANCHENG INDONESIA,BADAN HUKUM,PERUSAHAAN
485,PT BANGKA MINERAL ABADI,ABDULLAH,KOMISARIS,INDIVIDU
486,PT BANGKA MINERAL ABADI,RIDUAN,DIREKTUR,INDIVIDU
487,PT CINTA MAPUR INDONESIA,WILLIAN,KOMISARIS,INDIVIDU
488,PT CINTA MAPUR INDONESIA,PT MITRA PERSADA RESOURCES,BADAN HUKUM,PERUSAHAAN
489,PT CINTA MAPUR INDONESIA,IWAN,DIREKTUR,INDIVIDU
490,PT HERO CERAMAS,HERU TRIANTO,KOMISARIS,INDIVIDU
491,PT HERO CERAMAS,VERLY REINALDO SAPUTRA,DIREKTUR,INDIVIDU
492,PT BUMI SENTOSA PROGRESS,WONG HANNES SETIAWAN WONGSO,DIREKTUR,INDIVIDU
493,PT BUMI SENTOSA PROGRESS,HENDRAWAN SETIAWAN WONGSO,KOMISARIS,INDIVIDU
494,PT KARYA MELATI BELITONG,NASKAFA TJHIN,KOMISARIS UTAMA,INDIVIDU
495,PT KARYA MELATI BELITONG,HAWI ERTANTO,KOMISARIS,INDIVIDU
496,PT KARYA MELATI BELITONG,SEMAN,DIREKTUR,INDIVIDU
497,PT SINAR LOGINDO ALAM,CANDRA PRAWIRA,DIREKTUR,INDIVIDU
498,PT SINAR LOGINDO ALAM,HENDRY LIE,KOMISARIS,INDIVIDU
499,PT SINAR LOGINDO ALAM,PT SUMBER LOGINDO ALAM,BADAN HUKUM,PERUSAHAAN
500,PT SINAR LOGINDO ALAM,STEVANUS TRI DARMA,DIREKTUR,INDIVIDU
501,PT SINAR LOGINDO ALAM,APIK CHAKIB RASJIDI,DIREKTUR UTAMA,INDIVIDU
502,PT PARIT MUJUR SEJAHTERA,PT ZHONGTIAN NEW ENERGY INDONESIA,BADAN HUKUM,PERUSAHAAN
503,PT PARIT MUJUR SEJAHTERA,ZHANG ZHENWEN,KOMISARIS,INDIVIDU
504,PT PARIT MUJUR SEJAHTERA,WEN XIANLU,DIREKTUR UTAMA,INDIVIDU
505,PT PARIT MUJUR SEJAHTERA,TOMY GUNAWAN,DIREKTUR,INDIVIDU
506,PT PRIMA ZIRCON MINERAL,PT PRIMA JAYA MINERAL,BADAN HUKUM,PERUSAHAAN
507,PT PRIMA ZIRCON MINERAL,PT MINERAL JAYA PERSADA,BADAN HUKUM,PERUSAHAAN
508,PT PRIMA ZIRCON MINERAL,PT MARSHINDO BUMI MINERAL,BADAN HUKUM,PERUSAHAAN
509,PT PRIMA ZIRCON MINERAL,TANTIONO,KOMISARIS,INDIVIDU
510,PT PRIMA ZIRCON MINERAL,MARSHELLE SUNJOTO,DIREKTUR,INDIVIDU
511,PT BINTANG MAJU RAHARJA,TEDDY HARTONO SETIAWAN,DIREKTUR,INDIVIDU
512,PT BINTANG MAJU RAHARJA,"LIANAYANTI ATMAJA, LIEM",KOMISARIS UTAMA,INDIVIDU
513,PT BINTANG MAJU RAHARJA,RICHARD CHANDRA,KOMISARIS,INDIVIDU
514,PT BINTANG DELAPAN ENAM,KIDAM,KOMISARIS,INDIVIDU
515,PT BINTANG DELAPAN ENAM,EDDY,DIREKTUR,INDIVIDU
516,PT BINTANG DELAPAN ENAM,TONY HARSONO,KOMISARIS,INDIVIDU
517,PT BINTANG DELAPAN ENAM,YONATAN DANCA ADANARIANTO,DIREKTUR UTAMA,INDIVIDU
518,PT BINTANG DELAPAN ENAM,DRS ANTON WAHONO,KOMISARIS UTAMA,INDIVIDU
519,PT HERO PROGRES INTERNATIONAL,CYNILA MARGARETHA,KOMISARIS,INDIVIDU
520,PT HERO PROGRES INTERNATIONAL,PAUZI JUNIARTO,DIREKTUR,INDIVIDU
521,PT SANDEIR SETIA BROTHERS,IRWAN SANTOSO,KOMISARIS,INDIVIDU
522,PT SANDEIR SETIA BROTHERS,WONG HANNES SETIAWAN WONGSO,KOMISARIS,INDIVIDU
523,PT SANDEIR SETIA BROTHERS,REZKY TRIOSAPUTRA,DIREKTUR,INDIVIDU
524,PT HPM BELTIM,SIENTJE JULIANA,Sekutu Pasif,INDIVIDU
525,PT HPM BELTIM,TEMMY NJOTO DJANGGONO,Sekutu Pasif,INDIVIDU
526,PT HPM BELTIM,MUNADI TANTRA,Sekutu Pasif,INDIVIDU
527,PT HPM BELTIM,ACHMAD BAIJURI,"Sekutu Aktif,Pengurus",INDIVIDU
528,PT BERSATU BANGUN PERTIWI,IRWAN SANTOSO,Sekutu Pasif,INDIVIDU
529,PT BERSATU BANGUN PERTIWI,HERU TRIANTO,"Sekutu Aktif,Pengurus",INDIVIDU
530,PT PUTRA MAJU KAMEX,HERU TRIANTO,"Sekutu Aktif,Pengurus",INDIVIDU
531,PT BERSAHAJA BERKAT SAHABAT JAYA,PT MERDEKA BERSAMA JAYA,BADAN HUKUM,PERUSAHAAN
532,PT BERSAHAJA BERKAT SAHABAT JAYA,NJO HENDWI WIJAYA,KOMISARIS UTAMA,INDIVIDU
